Name,Year,Theme,Theme_Group,Category,Pieces,Owned,Rating,USD_MSRP,Total_Quantity,Current_Price,Theme_ID,Theme_Group_ID,Category_ID,Age_of_Set,Price_per_Piece,Age_to_Price_Ratio,Theme_Quantity_Interaction,Price_Elasticity,Profit_Margin,Relative_Quantity,Lag_Total_Quantity,Lag_Current_Price
Olaf's Traveling Sleigh,2019,Disney,Licensed,Normal,97.0,786.0,0.0,29.99,4.0,15.49,11,4.0,2,5.0,0.30917525773195875,0.16672224074691563,16.0,0.5165055018339447,-14.499999999999998,0.00012147347323028334,21.0,16.8
Battle of Endor,2019,Star Wars,Licensed,Normal,197.0,6947.0,4.1,29.99,30.0,40.0,35,4.0,2,5.0,0.15223350253807105,0.16672224074691563,120.0,1.333777925975325,10.010000000000002,0.000911051049227125,4.0,15.49
LEGO House Dinosaurs,2019,Promotional,Miscellaneous,Normal,864.0,1486.0,4.1,29.99,5.0,158.0,32,5.0,2,5.0,0.03471064814814814,0.16672224074691563,25.0,5.268422807602534,128.01,0.00015184184153785418,30.0,40.0
Lady Liberty,2019,BrickHeadz,Licensed,Normal,153.0,7299.0,4.0,9.99,10.0,12.5965,4,4.0,2,5.0,0.06529411764705882,0.5005005005005005,40.0,1.260910910910911,2.6065000000000005,0.00030368368307570837,5.0,158.0
Xmas Accessories,2019,Xtra,Miscellaneous,Normal,32.0,2294.0,3.6,29.99,12.0,8.95,42,5.0,2,5.0,0.9371875,0.16672224074691563,60.0,0.298432810936979,-21.04,0.00036442041969085,10.0,12.5965
1989 Batmobile - Limited Edition,2019,DC Comics Super Heroes,Licensed,Normal,366.0,4702.0,4.3,29.99,12.0,180.0,10,4.0,2,5.0,0.0819398907103825,0.16672224074691563,48.0,6.002000666888963,150.01,0.00036442041969085,12.0,8.95
Reindeer,2019,Creator,Model making,Normal,77.0,2962.0,3.9,29.99,12.0,9.75,8,6.0,2,5.0,0.3894805194805195,0.16672224074691563,72.0,0.3251083694564855,-20.24,0.00036442041969085,12.0,180.0
Jasmine's Petite Tower,2019,Disney,Licensed,Normal,49.0,1078.0,3.5,9.99,8.0,10.0,11,4.0,2,5.0,0.20387755102040817,0.5005005005005005,32.0,1.001001001001001,0.009999999999999787,0.00024294694646056667,12.0,9.75
Cinderella's Carriage Ride,2019,Disney,Licensed,Normal,91.0,757.0,0.0,19.99,1.0,18.0,11,4.0,2,5.0,0.21967032967032965,0.25012506253126565,4.0,0.9004502251125563,-1.9899999999999984,3.0368368307570834e-05,8.0,10.0
Ariel's Castle,2019,Disney,Licensed,Normal,115.0,565.0,3.1,24.99,4.0,28.0,11,4.0,2,5.0,0.21730434782608693,0.20008003201280514,16.0,1.1204481792717087,3.0100000000000016,0.00012147347323028334,1.0,18.0
Aladdin's and Jasmine's Palace Adventures,2019,Disney,Licensed,Normal,193.0,1056.0,3.8,29.99,1.0,40.0,11,4.0,2,5.0,0.15538860103626942,0.16672224074691563,4.0,1.333777925975325,10.010000000000002,3.0368368307570834e-05,4.0,28.0
"Ariel, Aurora, and Tiana's Royal Celebration",2019,Disney,Licensed,Normal,282.0,698.0,4.2,39.99,1.0,80.0,11,4.0,2,5.0,0.14180851063829789,0.1250312578144536,4.0,2.0005001250312575,40.01,3.0368368307570834e-05,1.0,40.0
Rapunzel's Small Tower,2019,Disney,Licensed,Normal,44.0,792.0,0.0,9.99,2.0,9.0,11,4.0,2,5.0,0.22704545454545455,0.5005005005005005,8.0,0.9009009009009009,-0.9900000000000002,6.073673661514167e-05,1.0,80.0
Enchanted Tree House,2019,Disney,Licensed,Normal,302.0,1137.0,3.6,49.99,2.0,44.7935,11,4.0,2,5.0,0.16552980132450332,0.10002000400080016,8.0,0.8960492098419683,-5.1965,6.073673661514167e-05,2.0,9.0
Anna's Canoe Expedition,2019,Disney,Licensed,Normal,108.0,1721.0,3.6,19.99,12.0,11.95,11,4.0,2,5.0,0.1850925925925926,0.25012506253126565,48.0,0.5977988994497249,-8.04,0.00036442041969085,2.0,44.7935
Elsa and the Reindeer Carriage,2019,Disney,Licensed,Normal,116.0,1652.0,3.6,29.99,29.0,24.75,11,4.0,2,5.0,0.2585344827586207,0.16672224074691563,116.0,0.8252750916972325,-5.239999999999998,0.0008806826809195542,12.0,11.95
Arendelle Castle,2019,Disney,Licensed,Normal,521.0,1407.0,4.0,79.99,5.0,64.0,11,4.0,2,5.0,0.15353166986564298,0.06250781347668459,20.0,0.8001000125015627,-15.989999999999995,0.00015184184153785418,29.0,24.75
Elsa's Jewellery Box,2019,Disney,Licensed,Normal,300.0,1644.0,3.9,39.99,4.0,27.99,11,4.0,2,5.0,0.1333,0.1250312578144536,16.0,0.6999249812453112,-12.000000000000004,0.00012147347323028334,5.0,64.0
Olaf,2019,Disney,Licensed,Normal,122.0,3497.0,3.8,14.99,13.0,6.5,11,4.0,2,5.0,0.1228688524590164,0.333555703802535,52.0,0.4336224149432955,-8.49,0.00039478878799842083,4.0,27.99
Underwater Loop,2019,Friends,Modern day,Normal,389.0,1012.0,3.9,29.99,1.0,24.0,16,7.0,2,5.0,0.07709511568123392,0.16672224074691563,7.0,0.8002667555851951,-5.989999999999998,3.0368368307570834e-05,13.0,6.5
Andrea's Heart Box,2019,Friends,Modern day,Normal,84.0,878.0,3.7,7.99,1.0,8.99,16,7.0,2,5.0,0.09511904761904762,0.6257822277847309,7.0,1.1251564455569463,1.0,3.0368368307570834e-05,1.0,24.0
Emma's Heart Box,2019,Friends,Modern day,Normal,85.0,931.0,3.5,7.99,1.0,9.99,16,7.0,2,5.0,0.094,0.6257822277847309,7.0,1.2503128911138923,2.0,3.0368368307570834e-05,1.0,8.99
Stephanie's Heart Box,2019,Friends,Modern day,Normal,85.0,919.0,3.6,7.99,1.0,9.99,16,7.0,2,5.0,0.094,0.6257822277847309,7.0,1.2503128911138923,2.0,3.0368368307570834e-05,1.0,9.99
Olivia's Heart Box,2019,Friends,Modern day,Normal,85.0,947.0,3.8,7.99,1.0,8.99,16,7.0,2,5.0,0.094,0.6257822277847309,7.0,1.1251564455569463,1.0,3.0368368307570834e-05,1.0,9.99
Mia's Heart Box,2019,Friends,Modern day,Normal,83.0,978.0,3.0,7.99,1.0,9.99,16,7.0,2,5.0,0.09626506024096386,0.6257822277847309,7.0,1.2503128911138923,2.0,3.0368368307570834e-05,1.0,8.99
Mia's Foal Stable ,2019,Friends,Modern day,Normal,118.0,1121.0,3.6,19.99,3.0,22.25,16,7.0,2,5.0,0.16940677966101694,0.25012506253126565,21.0,1.1130565282641323,2.2600000000000016,9.11051049227125e-05,1.0,9.99
Heartlake City Supermarket,2019,Friends,Modern day,Normal,140.0,524.0,0.0,29.99,1.0,29.99,16,7.0,2,5.0,0.2142142857142857,0.16672224074691563,7.0,1.0,0.0,3.0368368307570834e-05,3.0,22.25
Mia's Forest Adventures ,2019,Friends,Modern day,Normal,134.0,904.0,3.5,14.99,3.0,12.99,16,7.0,2,5.0,0.11186567164179105,0.333555703802535,21.0,0.866577718478986,-2.0,9.11051049227125e-05,1.0,29.99
Stephanie's Buggy & Trailer ,2019,Friends,Modern day,Normal,166.0,796.0,3.6,19.99,2.0,16.49,16,7.0,2,5.0,0.12042168674698794,0.25012506253126565,14.0,0.824912456228114,-3.5,6.073673661514167e-05,3.0,12.99
Emma's Art Studio,2019,Friends,Modern day,Normal,235.0,1169.0,3.8,24.99,7.0,42.24,16,7.0,2,5.0,0.10634042553191489,0.20008003201280514,49.0,1.690276110444178,17.250000000000004,0.00021257857815299585,2.0,16.49
Olivia's Cupcake Cafe,2019,Friends,Modern day,Normal,335.0,1307.0,3.6,29.99,7.0,29.99,16,7.0,2,5.0,0.08952238805970149,0.16672224074691563,49.0,1.0,0.0,0.00021257857815299585,7.0,42.24
Stephanie's Horse Jumping,2019,Friends,Modern day,Normal,337.0,760.0,0.0,39.99,4.0,37.5,16,7.0,2,5.0,0.11866468842729971,0.1250312578144536,28.0,0.937734433608402,-2.490000000000002,0.00012147347323028334,7.0,29.99
Andrea's Talent Show,2019,Friends,Modern day,Normal,492.0,506.0,0.0,49.99,3.0,30.0,16,7.0,2,5.0,0.10160569105691057,0.10002000400080016,21.0,0.6001200240048009,-19.990000000000002,9.11051049227125e-05,4.0,37.5
Mia's House,2019,Friends,Modern day,Normal,715.0,1311.0,4.0,69.99,4.0,75.0,16,7.0,2,5.0,0.09788811188811188,0.07143877696813832,28.0,1.0715816545220747,5.010000000000005,0.00012147347323028334,3.0,30.0
Mia's Horse Trailer,2019,Friends,Modern day,Normal,216.0,800.0,0.0,29.99,2.0,30.0,16,7.0,2,5.0,0.13884259259259257,0.16672224074691563,14.0,1.000333444481494,0.010000000000001563,6.073673661514167e-05,4.0,75.0
Stephanie's Gymnastics Show,2019,Friends,Modern day,Normal,241.0,593.0,0.0,29.99,1.0,30.0,16,7.0,2,5.0,0.12443983402489626,0.16672224074691563,7.0,1.000333444481494,0.010000000000001563,3.0368368307570834e-05,2.0,30.0
Funny Octopus Ride,2019,Friends,Modern day,Normal,324.0,1061.0,3.8,39.99,4.0,33.98,16,7.0,2,5.0,0.12342592592592594,0.1250312578144536,28.0,0.8497124281070266,-6.010000000000005,0.00012147347323028334,1.0,30.0
Andrea's Pool Party,2019,Friends,Modern day,Normal,468.0,739.0,0.0,49.99,2.0,49.8638,16,7.0,2,5.0,0.10681623931623932,0.10002000400080016,14.0,0.9974754950990197,-0.1262000000000043,6.073673661514167e-05,4.0,33.98
Heartlake City Amusement Pier,2019,Friends,Modern day,Normal,1251.0,1258.0,3.8,129.99,3.0,111.144,16,7.0,2,5.0,0.10390887290167866,0.03846449726902069,21.0,0.8550196168936072,-18.846000000000004,9.11051049227125e-05,2.0,49.8638
Dolphins Rescue Mission,2019,Friends,Modern day,Normal,363.0,1712.0,4.1,39.99,3.0,28.99,16,7.0,2,5.0,0.11016528925619835,0.1250312578144536,21.0,0.7249312328082019,-11.000000000000004,9.11051049227125e-05,3.0,111.144
Heartlake City Restaurant,2019,Friends,Modern day,Normal,624.0,1263.0,4.2,59.99,1.0,39.99,16,7.0,2,5.0,0.09613782051282052,0.0833472245374229,7.0,0.6666111018503084,-20.0,3.0368368307570834e-05,3.0,28.99
Lighthouse Rescue Center,2019,Friends,Modern day,Normal,602.0,1413.0,4.2,59.99,7.0,38.99,16,7.0,2,5.0,0.09965116279069768,0.0833472245374229,49.0,0.6499416569428238,-21.0,0.00021257857815299585,1.0,39.99
Rescue Mission Boat,2019,Friends,Modern day,Normal,908.0,1288.0,4.2,89.99,2.0,89.5795,16,7.0,2,5.0,0.0991079295154185,0.055561729081009,14.0,0.9954383820424492,-0.410499999999999,6.073673661514167e-05,7.0,38.99
Olivia's Hamster Playground,2019,Friends,Modern day,Normal,81.0,1759.0,3.8,9.99,1.0,10.0,16,7.0,2,5.0,0.12333333333333334,0.5005005005005005,7.0,1.001001001001001,0.009999999999999787,3.0368368307570834e-05,2.0,89.5795
Olivia's Summer Heart Box,2019,Friends,Modern day,Normal,93.0,576.0,0.0,7.99,4.0,6.25,16,7.0,2,5.0,0.08591397849462366,0.6257822277847309,28.0,0.7822277847309136,-1.7400000000000002,0.00012147347323028334,1.0,10.0
Emmet,2019,BrickHeadz,Licensed,Normal,113.0,927.0,3.6,29.99,8.0,98.0,4,4.0,2,5.0,0.26539823008849556,0.16672224074691563,32.0,3.267755918639547,68.01,0.00024294694646056667,4.0,6.25
Wyldstyle,2019,BrickHeadz,Licensed,Normal,134.0,913.0,4.1,29.99,7.0,92.0,4,4.0,2,5.0,0.2238059701492537,0.16672224074691563,28.0,3.067689229743248,62.010000000000005,0.00021257857815299585,8.0,98.0
Benny,2019,BrickHeadz,Licensed,Normal,103.0,808.0,4.3,29.99,7.0,119.99,4,4.0,2,5.0,0.2911650485436893,0.16672224074691563,28.0,4.001000333444481,90.0,0.00021257857815299585,7.0,92.0
Sweet Mayhem,2019,BrickHeadz,Licensed,Normal,137.0,760.0,0.0,29.99,5.0,94.97,4,4.0,2,5.0,0.2189051094890511,0.16672224074691563,20.0,3.1667222407469158,64.98,0.00015184184153785418,7.0,119.99
Power Boat,2019,Technic,Technical,Normal,174.0,1904.0,3.4,14.99,2.0,21.99,38,9.0,2,5.0,0.08614942528735632,0.333555703802535,18.0,1.466977985323549,6.999999999999998,6.073673661514167e-05,5.0,94.97
Police Pursuit,2019,Technic,Technical,Normal,120.0,1829.0,3.6,19.99,2.0,14.9925,38,9.0,2,5.0,0.16658333333333333,0.25012506253126565,18.0,0.75,-4.997499999999999,6.073673661514167e-05,2.0,21.99
Rescue Helicopter,2019,Technic,Technical,Normal,325.0,2382.0,3.9,39.99,10.0,32.95,38,9.0,2,5.0,0.12304615384615385,0.1250312578144536,90.0,0.8239559889972493,-7.039999999999999,0.00030368368307570837,2.0,14.9925
Chevrolet Corvette ZR1,2019,Technic,Technical,Normal,579.0,7179.0,3.8,49.99,14.0,48.0,38,9.0,2,5.0,0.08633851468048359,0.10002000400080016,126.0,0.9601920384076815,-1.990000000000002,0.0004251571563059917,10.0,32.95
Tracked Loader,2019,Technic,Technical,Normal,827.0,1954.0,3.6,79.99,1.0,152.991,38,9.0,2,5.0,0.09672309552599757,0.06250781347668459,9.0,1.9126265783222907,73.00100000000002,3.0368368307570834e-05,14.0,48.0
Remote-Controlled Stunt Racer,2019,Technic,Technical,Normal,324.0,4366.0,3.9,99.99,3.0,154.0,38,9.0,2,5.0,0.3086111111111111,0.05000500050005001,27.0,1.5401540154015403,54.010000000000005,9.11051049227125e-05,1.0,152.991
Porsche 911 RSR,2019,Technic,Technical,Normal,1580.0,8017.0,4.1,179.99,6.0,128.99,38,9.0,2,5.0,0.11391772151898735,0.027779321073392964,54.0,0.7166509250513917,-51.0,0.000182210209845425,3.0,154.0
Compact Crawler Crane,2019,Technic,Technical,Normal,920.0,1946.0,3.8,99.99,2.0,139.99,38,9.0,2,5.0,0.10868478260869564,0.05000500050005001,18.0,1.4000400040004002,40.000000000000014,6.073673661514167e-05,6.0,128.99
Car Transporter,2019,Technic,Technical,Normal,2493.0,3970.0,4.1,179.99,10.0,285.0,38,9.0,2,5.0,0.0721981548335339,0.027779321073392964,90.0,1.583421301183399,105.00999999999999,0.00030368368307570837,2.0,139.99
4x4 X-Treme Off-Roader,2019,Technic,Technical,Normal,958.0,3549.0,4.1,249.99,5.0,259.99,38,9.0,2,5.0,0.2609498956158664,0.02000080003200128,45.0,1.0400016000640027,10.0,0.00015184184153785418,10.0,285.0
Liebherr R 9800,2019,Technic,Technical,Normal,4108.0,4907.0,4.5,449.99,10.0,614.736,38,9.0,2,5.0,0.10953992210321324,0.011111358030178448,90.0,1.3661103580079557,164.74599999999998,0.00030368368307570837,5.0,259.99
Land Rover Defender,2019,Technic,Technical,Normal,2573.0,10232.0,4.5,199.99,13.0,194.4628,38,9.0,2,5.0,0.07772638942868247,0.025001250062503123,117.0,0.9723626181309064,-5.527200000000022,0.00039478878799842083,10.0,614.736
Elsa's Ice Palace,2019,Disney,Licensed,Normal,701.0,1232.0,4.4,79.99,5.0,69.49,11,4.0,2,5.0,0.11410841654778886,0.06250781347668459,20.0,0.8687335916989624,-10.5,0.00015184184153785418,13.0,194.4628
Ski Resort,2019,City,Modern day,Normal,806.0,2629.0,4.1,89.99,7.0,99.99,5,7.0,2,5.0,0.1116501240694789,0.055561729081009,49.0,1.111123458162018,10.0,0.00021257857815299585,5.0,69.49
Jet Patrol,2019,City,Modern day,Normal,54.0,2397.0,3.2,9.99,4.0,9.7113,5,7.0,2,5.0,0.185,0.5005005005005005,28.0,0.972102102102102,-0.2787000000000006,0.00012147347323028334,7.0,99.99
Sky Police Drone Chase,2019,City,Modern day,Normal,192.0,2880.0,3.6,29.99,4.0,14.99,5,7.0,2,5.0,0.15619791666666666,0.16672224074691563,28.0,0.4998332777592531,-14.999999999999998,0.00012147347323028334,4.0,9.7113
Parachute Arrest,2019,City,Modern day,Normal,218.0,1701.0,3.6,39.99,4.0,28.0,5,7.0,2,5.0,0.18344036697247706,0.1250312578144536,28.0,0.7001750437609402,-11.990000000000002,0.00012147347323028334,4.0,14.99
Diamond Heist,2019,City,Modern day,Normal,400.0,1374.0,3.9,59.99,3.0,50.0,5,7.0,2,5.0,0.149975,0.0833472245374229,21.0,0.833472245374229,-9.990000000000002,9.11051049227125e-05,4.0,28.0
Barbecue Burn Out,2019,City,Modern day,Normal,64.0,3345.0,3.6,9.99,7.0,9.95,5,7.0,2,5.0,0.15609375,0.5005005005005005,49.0,0.9959959959959959,-0.040000000000000924,0.00021257857815299585,3.0,50.0
Dock Side Fire,2019,City,Modern day,Normal,97.0,2478.0,3.3,19.99,5.0,18.29,5,7.0,2,5.0,0.20608247422680412,0.25012506253126565,35.0,0.9149574787393697,-1.6999999999999993,0.00015184184153785418,7.0,9.95
Burger Bar Fire Rescue,2019,City,Modern day,Normal,327.0,5632.0,4.0,39.99,3.0,28.99,5,7.0,2,5.0,0.12229357798165139,0.1250312578144536,21.0,0.7249312328082019,-11.000000000000004,9.11051049227125e-05,5.0,18.29
Fire Station,2019,City,Modern day,Normal,509.0,3674.0,3.8,69.99,3.0,52.2591,5,7.0,2,5.0,0.13750491159135558,0.07143877696813832,21.0,0.7466652378911273,-17.7309,9.11051049227125e-05,3.0,28.99
Downtown Fire Brigade,2019,City,Modern day,Normal,943.0,2386.0,4.0,99.99,8.0,80.0,5,7.0,2,5.0,0.106033934252386,0.05000500050005001,56.0,0.8000800080008001,-19.989999999999995,0.00024294694646056667,3.0,52.2591
Fire Plane,2019,City,Modern day,Normal,363.0,1137.0,3.7,59.99,3.0,59.99,5,7.0,2,5.0,0.1652617079889807,0.0833472245374229,21.0,1.0,0.0,9.11051049227125e-05,8.0,80.0
Desert Rally Racer,2019,City,Modern day,Normal,75.0,3722.0,3.6,9.99,2.0,15.0,5,7.0,2,5.0,0.1332,0.5005005005005005,14.0,1.5015015015015014,5.01,6.073673661514167e-05,3.0,59.99
Construction Loader,2019,City,Modern day,Normal,88.0,5608.0,3.8,9.99,12.0,7.49,5,7.0,2,5.0,0.11352272727272728,0.5005005005005005,84.0,0.7497497497497497,-2.5,0.00036442041969085,2.0,15.0
Garbage Truck,2019,City,Modern day,Normal,90.0,5034.0,3.8,19.99,8.0,19.99,5,7.0,2,5.0,0.2221111111111111,0.25012506253126565,56.0,1.0,0.0,0.00024294694646056667,12.0,7.49
Diving Yacht,2019,City,Modern day,Normal,148.0,7083.0,3.9,19.99,17.0,14.99,5,7.0,2,5.0,0.13506756756756755,0.25012506253126565,119.0,0.7498749374687345,-4.999999999999998,0.0005162622612287042,8.0,19.99
Snow Groomer,2019,City,Modern day,Normal,197.0,5992.0,4.0,19.99,16.0,38.0,5,7.0,2,5.0,0.1014720812182741,0.25012506253126565,112.0,1.900950475237619,18.01,0.00048589389292113335,17.0,14.99
Harvester Transport,2019,City,Modern day,Normal,358.0,6435.0,4.1,29.99,13.0,40.0,5,7.0,2,5.0,0.08377094972067038,0.16672224074691563,91.0,1.333777925975325,10.010000000000002,0.00039478878799842083,16.0,38.0
Satellite Service Mission,2019,City,Modern day,Normal,84.0,6960.0,4.0,9.99,15.0,19.3515,5,7.0,2,5.0,0.11892857142857143,0.5005005005005005,105.0,1.937087087087087,9.361500000000001,0.0004555255246135625,13.0,40.0
Rover Testing Drive,2019,City,Modern day,Normal,202.0,4839.0,4.0,29.99,3.0,24.99,5,7.0,2,5.0,0.14846534653465346,0.16672224074691563,21.0,0.8332777592530843,-5.0,9.11051049227125e-05,15.0,19.3515
Mars Research Shuttle,2019,City,Modern day,Normal,273.0,6632.0,4.1,39.99,17.0,32.0,5,7.0,2,5.0,0.14648351648351648,0.1250312578144536,119.0,0.800200050012503,-7.990000000000002,0.0005162622612287042,3.0,24.99
Lunar Space Station,2019,City,Modern day,Normal,412.0,4378.0,4.1,59.99,3.0,60.0,5,7.0,2,5.0,0.14560679611650487,0.0833472245374229,21.0,1.0001666944490748,0.00999999999999801,9.11051049227125e-05,17.0,32.0
Deep Space Rocket and Launch Control,2019,City,Modern day,Normal,837.0,4324.0,4.3,99.99,4.0,105.0,5,7.0,2,5.0,0.11946236559139785,0.05000500050005001,28.0,1.05010501050105,5.010000000000005,0.00012147347323028334,3.0,60.0
 Rocket Assembly & Transport,2019,City,Modern day,Normal,1055.0,2613.0,4.2,149.99,4.0,120.0,5,7.0,2,5.0,0.1421706161137441,0.033335555703713576,28.0,0.8000533368891259,-29.99000000000001,0.00012147347323028334,4.0,105.0
People Pack - Space Research and Development,2019,City,Modern day,Normal,209.0,4098.0,4.0,39.99,7.0,38.39,5,7.0,2,5.0,0.1913397129186603,0.1250312578144536,49.0,0.9599899974993749,-1.6000000000000014,0.00021257857815299585,4.0,120.0
Fire Chief Response Truck,2019,City,Modern day,Normal,201.0,3295.0,3.9,29.99,7.0,25.8246,5,7.0,2,5.0,0.14920398009950248,0.16672224074691563,49.0,0.8611070356785596,-4.165399999999998,0.00021257857815299585,7.0,38.39
Garage Center,2019,City,Modern day,Normal,234.0,961.0,3.8,49.99,4.0,40.0,5,7.0,2,5.0,0.21363247863247864,0.10002000400080016,28.0,0.8001600320064013,-9.990000000000002,0.00012147347323028334,7.0,25.8246
Donut Shop Opening,2019,City,Modern day,Normal,790.0,3971.0,4.1,89.99,7.0,80.0,5,7.0,2,5.0,0.11391139240506329,0.055561729081009,49.0,0.888987665296144,-9.989999999999995,0.00021257857815299585,4.0,40.0
People Pack - Fun Fair,2019,City,Modern day,Normal,183.0,6907.0,4.0,39.99,19.0,33.25,5,7.0,2,5.0,0.21852459016393444,0.1250312578144536,133.0,0.8314578644661165,-6.740000000000002,0.0005769989978438459,7.0,80.0
City Advent Calendar,2019,City,Modern day,Normal,234.0,4108.0,3.7,29.99,2.0,26.1633,5,7.0,2,5.0,0.12816239316239317,0.16672224074691563,14.0,0.8724008002667556,-3.826699999999999,6.073673661514167e-05,19.0,33.25
Straight & T-Junction ,2019,City,Modern day,Normal,2.0,2966.0,4.0,14.99,17.0,21.8421,5,7.0,2,5.0,7.495,0.333555703802535,119.0,1.45711140760507,6.852099999999998,0.0005162622612287042,2.0,26.1633
Curves & Crossroad,2019,City,Modern day,Normal,2.0,2368.0,3.8,14.99,4.0,10.0,5,7.0,2,5.0,7.495,0.333555703802535,28.0,0.66711140760507,-4.99,0.00012147347323028334,17.0,21.8421
Police Patrol Car,2019,City,Modern day,Normal,92.0,7819.0,3.9,9.99,21.0,11.2054,5,7.0,2,5.0,0.10858695652173914,0.5005005005005005,147.0,1.1216616616616615,1.215399999999999,0.0006377357344589875,4.0,10.0
Kayak Adventure,2019,City,Modern day,Normal,84.0,5172.0,3.8,9.99,4.0,17.4932,5,7.0,2,5.0,0.11892857142857143,0.5005005005005005,28.0,1.7510710710710713,7.503200000000001,0.00012147347323028334,21.0,11.2054
J.B.'s Ghost Lab,2019,Hidden Side,Action/Adventure,Normal,174.0,6115.0,3.6,19.99,19.0,18.6756,18,0.0,2,5.0,0.11488505747126436,0.25012506253126565,0.0,0.934247123561781,-1.3143999999999991,0.0005769989978438459,4.0,17.4932
Wrecked Shrimp Boat,2019,Hidden Side,Action/Adventure,Normal,310.0,8694.0,4.1,29.99,34.0,33.9403,18,0.0,2,5.0,0.09674193548387096,0.16672224074691563,0.0,1.1317205735245082,3.950300000000002,0.0010325245224574084,19.0,18.6756
Graveyard Mystery,2019,Hidden Side,Action/Adventure,Normal,335.0,6972.0,4.0,29.99,18.0,32.0,18,0.0,2,5.0,0.08952238805970149,0.16672224074691563,0.0,1.0670223407802601,2.0100000000000016,0.000546630629536275,34.0,33.9403
El Fuego's Stunt Truck,2019,Hidden Side,Action/Adventure,Normal,428.0,3506.0,3.7,39.99,8.0,23.99,18,0.0,2,5.0,0.09343457943925235,0.1250312578144536,0.0,0.5998999749937484,-16.000000000000004,0.00024294694646056667,18.0,32.0
Shrimp Shack Attack,2019,Hidden Side,Action/Adventure,Normal,579.0,5383.0,4.2,49.99,14.0,49.95,18,0.0,2,5.0,0.08633851468048359,0.10002000400080016,0.0,0.9991998399679937,-0.03999999999999915,0.0004251571563059917,8.0,23.99
Paranormal Intercept Bus 3000,2019,Hidden Side,Action/Adventure,Normal,689.0,5988.0,4.1,59.99,23.0,49.99,18,0.0,2,5.0,0.08706821480406386,0.0833472245374229,0.0,0.8333055509251542,-10.0,0.0006984724710741291,14.0,49.95
Ghost Train Express,2019,Hidden Side,Action/Adventure,Normal,698.0,4161.0,4.0,79.99,17.0,79.0,18,0.0,2,5.0,0.11459885386819484,0.06250781347668459,0.0,0.9876234529316165,-0.9899999999999949,0.0005162622612287042,23.0,49.99
Newbury Haunted High School,2019,Hidden Side,Action/Adventure,Normal,1474.0,4426.0,4.1,129.99,13.0,129.99,18,0.0,2,5.0,0.08818860244233379,0.03846449726902069,0.0,1.0,0.0,0.00039478878799842083,17.0,79.0
Spinjitzu Kai,2019,Ninjago,Action/Adventure,Normal,97.0,1203.0,4.0,9.99,1.0,14.99,29,0.0,2,5.0,0.10298969072164949,0.5005005005005005,0.0,1.5005005005005005,5.0,3.0368368307570834e-05,13.0,129.99
Spinjitzu Jay,2019,Ninjago,Action/Adventure,Normal,97.0,1207.0,3.9,9.99,1.0,14.99,29,0.0,2,5.0,0.10298969072164949,0.5005005005005005,0.0,1.5005005005005005,5.0,3.0368368307570834e-05,1.0,14.99
Spinjitzu Zane,2019,Ninjago,Action/Adventure,Normal,109.0,1038.0,3.9,9.99,1.0,14.99,29,0.0,2,5.0,0.09165137614678899,0.5005005005005005,0.0,1.5005005005005005,5.0,3.0368368307570834e-05,1.0,14.99
Spinjitzu Nya & Wu,2019,Ninjago,Action/Adventure,Normal,227.0,834.0,4.1,19.99,1.0,22.4339,29,0.0,2,5.0,0.08806167400881057,0.25012506253126565,0.0,1.1222561280640322,2.443900000000003,3.0368368307570834e-05,1.0,14.99
